"datum","entries","entries_pos","entries_neg","sumTotal","timeframe_7d","sumTotal_last7d","timeframe_14d","sumTotal_last14d","timeframe_28d","sumTotal_last28d","timeframe_phase2","sumTotal_Phase2","timeframe_phase2b","sumTotal_Phase2b","sum7d","sum14d","mean7d","mean14d","pos_anteil","pos_anteil_mean7d","timeframe_all","anteil_pos_all","anteil_pos_14","anteil_pos_28","anteil_pos_phase2","anteil_pos_phase2b","pop","inz_entries","inzmean7d","inzmean14d","inzsumTotal","inzsumTotal_last7d","inzsumTotal_last14d","inzsumTotal_last28d","inzsumTotal_Phase2","inzsumTotal_Phase2b","inzsum7d","inzsum14d","entries_diff_last_age","entries_diff_last","type","version","datum_unit","nachweismethode","geoRegion"
2020-05-07,4665,86,4579,305265,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,29862,61038,4099,4381.57,1.8,2.31,TRUE,11,5,4.9,11.2,13,8644780,53.96,47.42,50.68,3531.21,NA,NA,NA,NA,NA,345.43,706.07,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-05-08,4354,99,4255,309619,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,29774,60609,4271.29,4463.93,2.3,2.03,TRUE,11,5,4.9,11.2,13,8644780,50.37,49.41,51.64,3581.57,NA,NA,NA,NA,NA,344.42,701.11,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-05-09,3135,71,3064,312754,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,29787,59712,4225,4474.5,2.3,1.93,TRUE,11,5,4.9,11.2,13,8644780,36.26,48.87,51.76,3617.84,NA,NA,NA,NA,NA,344.57,690.73,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-05-10,1422,29,1393,314176,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,28693,58772,4348.57,4419.29,2,1.71,TRUE,11,5,4.9,11.2,13,8644780,16.45,50.3,51.12,3634.29,NA,NA,NA,NA,NA,331.91,679.86,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-05-11,5068,65,5003,319244,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,29899,60092,4497.14,4458.57,1.3,1.61,TRUE,11,5,4.9,11.2,13,8644780,58.62,52.02,51.58,3692.91,NA,NA,NA,NA,NA,345.86,695.12,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-05-12,5566,72,5494,324810,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,29575,60065,4674.43,4465.86,1.3,1.47,TRUE,11,5,4.9,11.2,13,8644780,64.39,54.07,51.66,3757.3,NA,NA,NA,NA,NA,342.11,694.81,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-05-13,6230,62,6168,331040,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,30440,60485,4693.71,4429.93,1,1.33,TRUE,11,5,4.9,11.2,13,8644780,72.07,54.3,51.24,3829.36,NA,NA,NA,NA,NA,352.12,699.67,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-05-14,5705,65,5640,336745,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,31480,61342,4739.57,4247.93,1.1,1.2,TRUE,11,5,4.9,11.2,13,8644780,65.99,54.83,49.14,3895.36,NA,NA,NA,NA,NA,364.15,709.58,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-05-15,5595,70,5525,342340,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,32721,62495,4645.86,4191.57,1.3,1.23,TRUE,11,5,4.9,11.2,13,8644780,64.72,53.74,48.49,3960.08,NA,NA,NA,NA,NA,378.51,722.92,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-05-16,3270,42,3228,345610,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,32856,62643,4706.71,4148.14,1.3,1.2,TRUE,11,5,4.9,11.2,13,8644780,37.83,54.45,47.98,3997.9,NA,NA,NA,NA,NA,380.07,724.63,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-05-17,1743,20,1723,347353,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,33177,61870,4511.29,4165.07,1.1,1.23,TRUE,11,5,4.9,11.2,13,8644780,20.16,52.19,48.18,4018.07,NA,NA,NA,NA,NA,383.78,715.69,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-05-18,4412,65,4347,351765,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,32521,62420,3998.71,4089,1.5,1.23,TRUE,11,5,4.9,11.2,13,8644780,51.04,46.26,47.3,4069.1,NA,NA,NA,NA,NA,376.19,722.05,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-05-19,5992,68,5924,357757,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,32947,62522,3708.71,4098.14,1.1,1.19,TRUE,11,5,4.9,11.2,13,8644780,69.31,42.9,47.41,4138.42,NA,NA,NA,NA,NA,381.12,723.23,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-05-20,4862,60,4802,362619,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,31579,62019,3602.57,4010.43,1.2,1.09,TRUE,11,5,4.9,11.2,13,8644780,56.24,41.67,46.39,4194.66,NA,NA,NA,NA,NA,365.3,717.42,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-05-21,2117,23,2094,364736,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,27991,59471,3590.57,3902.36,1.1,1.04,TRUE,11,5,4.9,11.2,13,8644780,24.49,41.53,45.14,4219.15,NA,NA,NA,NA,NA,323.79,687.94,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-05-22,3565,36,3529,368301,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,25961,58682,3532.14,3767.86,1,0.91,TRUE,11,5,4.9,11.2,13,8644780,41.24,40.86,43.59,4260.39,NA,NA,NA,NA,NA,300.31,678.81,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-05-23,2527,15,2512,370828,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,25218,58074,3489.57,3719.14,0.6,0.87,TRUE,11,5,4.9,11.2,13,8644780,29.23,40.37,43.02,4289.62,NA,NA,NA,NA,NA,291.71,671.78,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-05-24,1659,13,1646,372487,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,25134,58311,3509.57,3706.93,0.8,0.79,TRUE,11,5,4.9,11.2,13,8644780,19.19,40.6,42.88,4308.81,NA,NA,NA,NA,NA,290.74,674.52,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-05-25,4003,24,3979,376490,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,24725,57246,3806,3519.07,0.6,0.76,TRUE,11,5,4.9,11.2,13,8644780,46.31,44.03,40.71,4355.11,NA,NA,NA,NA,NA,286.01,662.2,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-05-26,5694,43,5651,382184,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,24427,57374,3827,3396.93,0.8,0.77,TRUE,11,5,4.9,11.2,13,8644780,65.87,44.27,39.29,4420.98,NA,NA,NA,NA,NA,282.56,663.68,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-05-27,5002,32,4970,387186,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,24567,56146,3835.71,3425.86,0.6,0.79,TRUE,11,5,4.9,11.2,13,8644780,57.86,44.37,39.63,4478.84,NA,NA,NA,NA,NA,284.18,649.48,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-05-28,4192,36,4156,391378,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,26642,54633,3823.29,3647.29,0.9,0.8,TRUE,11,5,4.9,11.2,13,8644780,48.49,44.23,42.19,4527.33,NA,NA,NA,NA,NA,308.19,631.98,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-05-29,3712,40,3672,395090,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,26789,52750,3506,3737,1.1,0.76,TRUE,11,5,4.9,11.2,13,8644780,42.94,40.56,43.23,4570.27,NA,NA,NA,NA,NA,309.89,610.19,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-05-30,2588,17,2571,397678,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,26850,52068,3304.29,3779.43,0.7,0.76,TRUE,11,5,4.9,11.2,13,8644780,29.94,38.22,43.72,4600.21,NA,NA,NA,NA,NA,310.59,602.31,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-05-31,1572,14,1558,399250,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,26763,51897,3342.14,3771,0.9,0.77,TRUE,11,5,4.9,11.2,13,8644780,18.18,38.66,43.62,4618.39,NA,NA,NA,NA,NA,309.59,600.33,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-01,1782,5,1777,401032,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,24542,49267,3488.57,3821.64,0.3,0.73,TRUE,11,5,4.9,11.2,13,8644780,20.61,40.35,44.21,4639.01,NA,NA,NA,NA,NA,283.89,569.9,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-02,4282,34,4248,405314,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,23130,47557,3647,3878.71,0.8,0.64,TRUE,11,5,4.9,11.2,13,8644780,49.53,42.19,44.87,4688.54,NA,NA,NA,NA,NA,267.56,550.12,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-03,5267,35,5232,410581,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,23395,47962,3723.14,3992.86,0.7,0.61,TRUE,11,5,4.9,11.2,13,8644780,60.93,43.07,46.19,4749.47,NA,NA,NA,NA,NA,270.63,554.81,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-04,5217,30,5187,415798,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,24420,51062,3718.71,4094.07,0.6,0.57,TRUE,11,5,4.9,11.2,13,8644780,60.35,43.02,47.36,4809.82,NA,NA,NA,NA,NA,282.48,590.67,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-05,4821,26,4795,420619,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,25529,52318,4137.29,4290.07,0.5,0.61,TRUE,11,5,4.9,11.2,13,8644780,55.77,47.86,49.63,4865.58,NA,NA,NA,NA,NA,295.31,605.2,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-06,3121,15,3106,423740,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,26062,52912,4453.14,4416.5,0.5,0.61,TRUE,11,5,4.9,11.2,13,8644780,36.1,51.51,51.09,4901.69,NA,NA,NA,NA,NA,301.48,612.07,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-07,1541,9,1532,425281,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,26031,52794,4643.57,4432.36,0.6,0.56,TRUE,11,5,4.9,11.2,13,8644780,17.83,53.72,51.27,4919.51,NA,NA,NA,NA,NA,301.12,610.7,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-08,4712,27,4685,429993,FALSE,0,FALSE,0,FALSE,0,TRUE,4712,FALSE,0,28961,53503,4699.57,4769.71,0.6,0.56,TRUE,11,5,4.9,11.2,13,8644780,54.51,54.36,55.17,4974.02,NA,NA,NA,54.51,NA,335.01,618.91,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-09,6493,55,6438,436486,FALSE,0,FALSE,0,FALSE,0,TRUE,11205,FALSE,0,31172,54302,4933.14,5181.29,0.8,0.59,TRUE,11,5,4.9,11.2,13,8644780,75.11,57.06,59.94,5049.13,NA,NA,NA,129.62,NA,360.59,628.15,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-10,6600,23,6577,443086,FALSE,0,FALSE,0,FALSE,0,TRUE,17805,FALSE,0,32505,55900,5109.86,5491.86,0.3,0.6,TRUE,11,5,4.9,11.2,13,8644780,76.35,59.11,63.53,5125.47,NA,NA,NA,205.96,NA,376.01,646.63,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-11,5609,35,5574,448695,FALSE,0,FALSE,0,FALSE,0,TRUE,23414,FALSE,0,32897,57317,5146,5721.57,0.6,0.61,TRUE,11,5,4.9,11.2,13,8644780,64.88,59.53,66.19,5190.36,NA,NA,NA,270.85,NA,380.54,663.02,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-12,6456,43,6413,455151,FALSE,0,FALSE,0,FALSE,0,TRUE,29870,FALSE,0,34532,60061,5402.14,5919.07,0.7,0.59,TRUE,11,5,4.9,11.2,13,8644780,74.68,62.49,68.47,5265.04,NA,NA,NA,345.53,NA,399.45,694.77,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-13,4358,26,4332,459509,FALSE,0,FALSE,0,FALSE,0,TRUE,34228,FALSE,0,35769,61831,5909.43,6031.71,0.6,0.51,TRUE,11,5,4.9,11.2,13,8644780,50.41,68.36,69.77,5315.45,NA,NA,NA,395.94,NA,413.76,715.24,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-14,1794,12,1782,461303,FALSE,0,FALSE,0,FALSE,0,TRUE,36022,FALSE,0,36022,62053,6340.14,6048.71,0.7,0.51,TRUE,11,5,4.9,11.2,13,8644780,20.75,73.34,69.97,5336.2,NA,NA,NA,416.69,NA,416.69,717.81,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-15,6505,26,6479,467808,FALSE,0,FALSE,0,FALSE,0,TRUE,42527,FALSE,0,37815,66776,6743.57,6298.14,0.4,0.46,TRUE,11,5,4.9,11.2,13,8644780,75.25,78.01,72.85,5411.45,NA,NA,NA,491.94,NA,437.43,772.44,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-16,10044,34,10010,477852,FALSE,0,FALSE,0,FALSE,0,TRUE,52571,FALSE,0,41366,72538,6905,6668.21,0.3,0.43,TRUE,11,5,4.9,11.2,13,8644780,116.19,79.87,77.14,5527.64,NA,NA,NA,608.12,NA,478.51,839.1,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-17,9615,31,9584,487467,FALSE,0,FALSE,0,FALSE,0,TRUE,62186,FALSE,0,44381,76886,6953.57,6850.43,0.3,0.46,TRUE,11,5,4.9,11.2,13,8644780,111.22,80.44,79.24,5638.86,NA,NA,NA,719.35,NA,513.38,889.39,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-18,8433,21,8412,495900,FALSE,0,FALSE,0,FALSE,0,TRUE,70619,FALSE,0,47205,80102,6951.43,7111.43,0.2,0.47,TRUE,11,5,4.9,11.2,13,8644780,97.55,80.41,82.26,5736.41,NA,NA,NA,816.9,NA,546.05,926.59,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-19,7586,38,7548,503486,FALSE,0,FALSE,0,FALSE,0,TRUE,78205,FALSE,0,48335,82867,7194.14,7378.36,0.5,0.47,TRUE,11,5,4.9,11.2,13,8644780,87.75,83.22,85.35,5824.16,NA,NA,NA,904.65,NA,559.12,958.58,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-20,4698,39,4659,508184,FALSE,0,FALSE,0,FALSE,0,TRUE,82903,FALSE,0,48675,84444,7427,7527.57,0.8,0.5,TRUE,11,5,4.9,11.2,13,8644780,54.34,85.91,87.08,5878.51,NA,NA,NA,958.99,NA,563.06,976.82,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-21,1779,14,1765,509963,FALSE,0,FALSE,0,FALSE,0,TRUE,84682,FALSE,0,48660,84682,7360.71,7580.57,0.8,0.54,TRUE,11,5,4.9,11.2,13,8644780,20.58,85.15,87.69,5899.09,NA,NA,NA,979.57,NA,562.88,979.57,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-22,8204,34,8170,518167,FALSE,0,FALSE,0,FALSE,0,TRUE,92886,FALSE,0,50359,88174,7479.29,8122.29,0.4,0.61,TRUE,11,5,4.9,11.2,13,8644780,94.9,86.52,93.96,5993.99,NA,NA,NA,1074.48,NA,582.54,1019.97,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-23,11674,64,11610,529841,FALSE,0,FALSE,0,FALSE,0,TRUE,104560,FALSE,0,51989,93355,7851.71,8478.64,0.5,0.67,TRUE,11,5,4.9,11.2,13,8644780,135.04,90.83,98.08,6129.03,NA,NA,NA,1209.52,NA,601.39,1079.9,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-24,9151,57,9094,538992,FALSE,0,FALSE,0,FALSE,0,TRUE,113711,FALSE,0,51525,95906,8101.57,8594.86,0.6,0.67,TRUE,11,5,4.9,11.2,13,8644780,105.86,93.72,99.42,6234.88,NA,NA,NA,1315.37,NA,596.02,1109.41,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-25,9263,64,9199,548255,FALSE,0,FALSE,0,FALSE,0,TRUE,122974,FALSE,0,52355,99560,8209.71,8770.5,0.7,0.74,TRUE,11,5,4.9,11.2,13,8644780,107.15,94.97,101.45,6342.04,NA,NA,NA,1422.52,NA,605.63,1151.68,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-26,10193,89,10104,558448,FALSE,0,FALSE,0,FALSE,0,TRUE,133167,FALSE,0,54962,103297,9050.43,8969.93,0.9,0.8,TRUE,11,5,4.9,11.2,13,8644780,117.91,104.69,103.76,6459.94,NA,NA,NA,1540.43,NA,635.78,1194.91,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-27,6447,53,6394,564895,FALSE,0,FALSE,0,FALSE,0,TRUE,139614,FALSE,0,56711,105386,9530.29,9078.36,0.8,0.9,TRUE,11,5,4.9,11.2,13,8644780,74.58,110.24,105.02,6534.52,NA,NA,NA,1615.01,NA,656.01,1219.07,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-28,2536,32,2504,567431,FALSE,0,FALSE,0,FALSE,0,TRUE,142150,FALSE,0,57468,106128,9829,9131.21,1.3,0.97,TRUE,11,5,4.9,11.2,13,8644780,29.34,113.7,105.63,6563.86,NA,NA,NA,1644.34,NA,664.77,1227.65,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-29,14089,115,13974,581520,FALSE,0,FALSE,0,FALSE,0,TRUE,156239,FALSE,0,63353,113712,10061.71,9104.21,0.8,1.04,TRUE,11,5,4.9,11.2,13,8644780,162.98,116.39,105.31,6726.83,NA,NA,NA,1807.32,NA,732.85,1315.38,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-06-30,15033,179,14854,596553,FALSE,0,FALSE,0,FALSE,0,TRUE,171272,FALSE,0,66712,118701,10088.14,8984.43,1.2,1.06,TRUE,11,5,4.9,11.2,13,8644780,173.9,116.7,103.93,6900.73,NA,NA,NA,1981.22,NA,771.7,1373.09,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-07-01,11242,126,11116,607795,FALSE,0,FALSE,0,FALSE,0,TRUE,182514,FALSE,0,68803,120328,10055.14,8964.07,1.1,1.09,TRUE,11,5,4.9,11.2,13,8644780,130.04,116.31,103.69,7030.77,NA,NA,NA,2111.26,NA,795.89,1391.92,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-07-02,10892,128,10764,618687,FALSE,0,FALSE,0,FALSE,0,TRUE,193406,FALSE,0,70432,122787,10052.71,8911.86,1.2,1.1,TRUE,11,5,4.9,11.2,13,8644780,126,116.29,103.09,7156.77,NA,NA,NA,2237.26,NA,814.73,1420.36,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-07-03,10378,108,10270,629065,FALSE,0,FALSE,0,FALSE,0,TRUE,203784,FALSE,0,70617,125579,9158,8733.64,1,1.19,TRUE,11,5,4.9,11.2,13,8644780,120.05,105.94,101.03,7276.82,NA,NA,NA,2357.31,NA,816.87,1452.66,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-07-04,6216,61,6155,635281,FALSE,0,FALSE,0,FALSE,0,TRUE,210000,FALSE,0,70386,127097,8438.57,8612.07,1,1.21,TRUE,11,5,4.9,11.2,13,8644780,71.9,97.61,99.62,7348.72,NA,NA,NA,2429.21,NA,814.2,1470.22,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-07-05,2519,36,2483,637800,FALSE,0,FALSE,0,FALSE,0,TRUE,212519,FALSE,0,70369,127837,8099.14,8569.93,1.4,1.24,TRUE,11,5,4.9,11.2,13,8644780,29.14,93.69,99.13,7377.86,NA,NA,NA,2458.35,NA,814.01,1478.78,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-07-06,7826,106,7720,645626,FALSE,0,FALSE,0,FALSE,0,TRUE,220345,FALSE,0,64106,127459,7762,8052.29,1.4,1.27,TRUE,11,5,4.9,11.2,13,8644780,90.53,89.79,93.15,7468.39,NA,NA,NA,2548.88,NA,741.56,1474.4,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-07-07,9997,137,9860,655623,FALSE,0,FALSE,0,FALSE,0,TRUE,230342,FALSE,0,59070,125782,7379.14,7607.86,1.4,1.36,TRUE,11,5,4.9,11.2,13,8644780,115.64,85.36,88.01,7584.03,NA,NA,NA,2664.52,NA,683.3,1455.01,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-07-08,8866,113,8753,664489,FALSE,0,FALSE,0,FALSE,0,TRUE,239208,FALSE,0,56694,125497,7169,7359.64,1.3,1.54,TRUE,11,5,4.9,11.2,13,8644780,102.56,82.93,85.13,7686.59,NA,NA,NA,2767.08,NA,655.82,1451.71,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-07-09,8532,123,8409,673021,FALSE,0,FALSE,0,FALSE,0,TRUE,247740,FALSE,0,54334,124766,7087.14,7101.93,1.4,1.73,TRUE,11,5,4.9,11.2,13,8644780,98.7,81.98,82.15,7785.29,NA,NA,NA,2865.78,NA,628.52,1443.25,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-07-10,7698,126,7572,680719,FALSE,0,FALSE,0,FALSE,0,TRUE,255438,FALSE,0,51654,122271,6946.57,6840.64,1.6,1.76,TRUE,11,5,4.9,11.2,13,8644780,89.05,80.36,79.13,7874.34,NA,NA,NA,2954.82,NA,597.52,1414.39,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-07-11,4745,108,4637,685464,FALSE,0,FALSE,0,FALSE,0,TRUE,260183,FALSE,0,50183,120569,6777.14,6665.64,2.3,1.84,TRUE,11,5,4.9,11.2,13,8644780,54.89,78.4,77.11,7929.22,NA,NA,NA,3009.71,NA,580.5,1394.7,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-07-12,1946,52,1894,687410,FALSE,0,FALSE,0,FALSE,0,TRUE,262129,FALSE,0,49610,119979,6620.14,6612.57,2.7,1.94,TRUE,11,5,4.9,11.2,13,8644780,22.51,76.58,76.49,7951.74,NA,NA,NA,3032.22,NA,573.87,1387.88,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-07-13,6842,111,6731,694252,FALSE,0,FALSE,0,FALSE,0,TRUE,268971,FALSE,0,48626,112732,6441.86,6459.57,1.6,1.99,TRUE,11,5,4.9,11.2,13,8644780,79.15,74.52,74.72,8030.88,NA,NA,NA,3111.37,NA,562.49,1304.05,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-07-14,8811,175,8636,703063,FALSE,0,FALSE,0,FALSE,0,TRUE,277782,FALSE,0,47440,106510,6302.14,6232.86,2,2.04,TRUE,11,5,4.9,11.2,13,8644780,101.92,72.9,72.1,8132.8,NA,NA,NA,3213.29,NA,548.77,1232.07,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-07-15,7767,154,7613,710830,FALSE,0,FALSE,0,FALSE,0,TRUE,285549,FALSE,0,46341,103035,6162.29,6079.71,2,2.04,TRUE,11,5,4.9,11.2,13,8644780,89.85,71.28,70.33,8222.65,NA,NA,NA,3303.14,NA,536.06,1191.88,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-07-16,7284,122,7162,718114,FALSE,0,FALSE,0,FALSE,0,TRUE,292833,FALSE,0,45093,99427,6138,5863.86,1.7,2.16,TRUE,11,5,4.9,11.2,13,8644780,84.26,71,67.83,8306.91,NA,NA,NA,3387.4,NA,521.62,1150.14,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-07-17,6720,133,6587,724834,FALSE,0,FALSE,0,FALSE,0,TRUE,299553,FALSE,0,44115,95769,5972.57,5709.64,2,2.23,TRUE,11,5,4.9,11.2,13,8644780,77.73,69.09,66.05,8384.64,NA,NA,NA,3465.13,NA,510.31,1107.82,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-07-18,3766,85,3681,728600,FALSE,0,FALSE,0,FALSE,0,TRUE,303319,FALSE,0,43136,93319,5688.57,5630.14,2.3,2.24,TRUE,11,5,4.9,11.2,13,8644780,43.56,65.8,65.13,8428.21,NA,NA,NA,3508.7,NA,498.98,1079.48,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-07-19,1776,63,1713,730376,FALSE,0,FALSE,0,FALSE,0,TRUE,305095,FALSE,0,42966,92576,5539.29,5618.79,3.5,2.24,TRUE,11,5,4.9,11.2,13,8644780,20.54,64.08,65,8448.75,NA,NA,NA,3529.24,NA,497.02,1070.89,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-07-20,5684,121,5563,736060,FALSE,0,FALSE,0,FALSE,0,TRUE,310779,FALSE,0,41808,90434,5285.86,5525.07,2.1,2.46,TRUE,11,5,4.9,11.2,13,8644780,65.75,61.15,63.91,8514.5,NA,NA,NA,3594.99,NA,483.62,1046.11,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
2020-07-21,6823,141,6682,742883,FALSE,0,FALSE,0,FALSE,0,TRUE,317602,FALSE,0,39820,87260,5117.14,5419.93,2.1,2.63,TRUE,11,5,4.9,11.2,13,8644780,78.93,59.19,62.7,8593.43,NA,NA,NA,3673.92,NA,460.62,1009.4,1,31691,"COVID19Tests","2021-03-23_07-48-19","day","all","CHFL"
